t = 6.95e-12, u =     996.556 1.11853e+08 1.82777e+22     439.287 1.82777e+22     11171.6, Te = 1160.52, T = 300
t = 7e-12, u =     996.556 1.11853e+08 1.84097e+22     443.677 1.84097e+22     11252.3, Te = 1163.71, T = 300
t = 7.05e-12, u =     996.556 1.11854e+08 1.85416e+22     448.085 1.85416e+22     11332.9, Te = 1166.91, T = 300
t = 7.1e-12, u =     996.556 1.11854e+08 1.86736e+22     452.511 1.86736e+22     11413.6, Te = 1170.11, T = 300
t = 7.15e-12, u =     996.556 1.11854e+08 1.88056e+22     456.956 1.88056e+22     11494.2, Te = 1173.31, T = 300
t = 7.2e-12, u =     996.556 1.11854e+08 1.89376e+22      461.42 1.89376e+22     11574.9, Te = 1176.52, T = 300
t = 7.25e-12, u =     996.556 1.11854e+08 1.90695e+22     465.903 1.90695e+22     11655.6, Te = 1179.72, T = 300
t = 7.3e-12, u =     996.556 1.11854e+08 1.92015e+22     470.403 1.92015e+22     11736.2, Te = 1182.94, T = 300
t = 7.35e-12, u =     996.556 1.11854e+08 1.93335e+22     474.923 1.93335e+22     11816.9, Te = 1186.15, T = 300
t = 7.4e-12, u =     996.556 1.11854e+08 1.94654e+22      479.46 1.94654e+22     11897.5, Te = 1189.36, T = 300
t = 7.45e-12, u =     996.556 1.11854e+08 1.95974e+22     484.016 1.95974e+22     11978.2, Te = 1192.58, T = 300
t = 7.5e-12, u =     996.556 1.11854e+08 1.97294e+22     488.591 1.97294e+22     12058.9, Te = 1195.8, T = 300
t = 7.55e-12, u =     996.556 1.11854e+08 1.98613e+22     493.183 1.98613e+22     12139.5, Te = 1199.02, T = 300
t = 7.6e-12, u =     996.556 1.11854e+08 1.99933e+22     497.794 1.99933e+22     12220.2, Te = 1202.24, T = 300
t = 7.65e-12, u =     996.556 1.11854e+08 2.01253e+22     502.423 2.01253e+22     12300.8, Te = 1205.46, T = 300
t = 7.7e-12, u =     996.556 1.11854e+08 2.02572e+22      507.07 2.02572e+22     12381.5, Te = 1208.69, T = 300
t = 7.75e-12, u =     996.556 1.11854e+08 2.03892e+22     511.736 2.03892e+22     12462.2, Te = 1211.91, T = 300
t = 7.8e-12, u =     996.556 1.11854e+08 2.05212e+22     516.419 2.05212e+22     12542.8, Te = 1215.14, T = 300
t = 7.85e-12, u =     996.556 1.11854e+08 2.06531e+22      521.12 2.06531e+22     12623.5, Te = 1218.37, T = 300
t = 7.9e-12, u =     996.556 1.11854e+08 2.07851e+22      525.84 2.07851e+22     12704.1, Te = 1221.59, T = 300
